slug,provider,offer,actionButtons,planName,planType,historicalData,apiType,technology,chain,accessPrice,queryPrice,starred,trial,availableApis,limitations,securityImprovements,monitoringAndAnalytics,regions,additionalFeatures,address,tag,uptimeSla,blocksBehindSla,bandwidthSla,supportSla
spectrum-mainnet-free-recent-state,,!offer:spectrum-free-recent-state,"[""[Website](https://spectrumnodes.com/networks/bsc-rpc)""]",,,,,,mainnet,,,,,,,,,,,,,,,,
spectrum-mainnet-free-trace,,!offer:spectrum-free-trace,"[""[Website](https://spectrumnodes.com/networks/bsc-rpc)""]",,,,,,mainnet,,,,,,,,,,,,,,,,
spectrum-testnet-business-full-archive,,!offer:spectrum-business-full-archive,"[""[Website](https://spectrumnodes.com/networks/bsc-rpc)""]",,,,,,testnet,,,,,,,,,,,,,,,,
spectrum-testnet-business-recent-state,,!offer:spectrum-business-recent-state,"[""[Website](https://spectrumnodes.com/networks/bsc-rpc)""]",,,,,,testnet,,,,,,,,,,,,,,,,
spectrum-testnet-business-trace,,!offer:spectrum-business-trace,"[""[Website](https://spectrumnodes.com/networks/bsc-rpc)""]",,,,,,testnet,,,,,,,,,,,,,,,,
spectrum-testnet-developer-full-archive,,!offer:spectrum-developer-full-archive,"[""[Website](https://spectrumnodes.com/networks/bsc-rpc)""]",,,,,,testnet,,,,,,,,,,,,,,,,
spectrum-testnet-developer-recent-state,,!offer:spectrum-developer-recent-state,"[""[Website](https://spectrumnodes.com/networks/bsc-rpc)""]",,,,,,testnet,,,,,,,,,,,,,,,,
spectrum-testnet-developer-trace,,!offer:spectrum-developer-trace,"[""[Website](https://spectrumnodes.com/networks/bsc-rpc)""]",,,,,,testnet,,,,,,,,,,,,,,,,
spectrum-testnet-enterprise-full-archive,,!offer:spectrum-enterprise-full-archive,"[""[Website](https://spectrumnodes.com/networks/bsc-rpc)""]",,,,,,testnet,,,,,,,,,,,,,,,,
spectrum-testnet-enterprise-recent-state,,!offer:spectrum-enterprise-recent-state,"[""[Website](https://spectrumnodes.com/networks/bsc-rpc)""]",,,,,,testnet,,,,,,,,,,,,,,,,
spectrum-testnet-enterprise-trace,,!offer:spectrum-enterprise-trace,"[""[Website](https://spectrumnodes.com/networks/bsc-rpc)""]",,,,,,testnet,,,,,,,,,,,,,,,,
spectrum-testnet-free-full-archive,,!offer:spectrum-free-full-archive,"[""[Website](https://spectrumnodes.com/networks/bsc-rpc)""]",,,,,,testnet,,,,,,,,,,,,,,,,
spectrum-testnet-free-recent-state,,!offer:spectrum-free-recent-state,"[""[Website](https://spectrumnodes.com/networks/bsc-rpc)""]",,,,,,testnet,,,,,,,,,,,,,,,,
spectrum-testnet-free-trace,,!offer:spectrum-free-trace,"[""[Website](https://spectrumnodes.com/networks/bsc-rpc)""]",,,,,,testnet,,,,,,,,,,,,,,,,
speedynodes-mainnet-advanced-full-archive,,!offer:speedynodes-advanced-full-archive,"[""[Docs](https://docs.speedynodes.com/networks/overview/)""]",,,,,,mainnet,,,,,,,,,,,,,,,,
speedynodes-mainnet-advanced-recent-state,,!offer:speedynodes-advanced-recent-state,"[""[Docs](https://docs.speedynodes.com/networks/overview/)""]",,,,,,mainnet,,,,,,,,,,,,,,,,
speedynodes-mainnet-dedicated-full-archive,,!offer:speedynodes-dedicated-full-archive,"[""[Docs](https://docs.speedynodes.com/networks/overview/)""]",,,,,,mainnet,,,,,,,,,,,,,,,,
speedynodes-mainnet-dedicated-recent-state,,!offer:speedynodes-dedicated-recent-state,"[""[Docs](https://docs.speedynodes.com/networks/overview/)""]",,,,,,mainnet,,,,,,,,,,,,,,,,
speedynodes-mainnet-free-full-archive,,!offer:speedynodes-free-full-archive,"[""[Docs](https://docs.speedynodes.com/networks/overview/)""]",,,,,,mainnet,,,,,,,,,,,,,,,,
speedynodes-mainnet-free-recent-state,,!offer:speedynodes-free-recent-state,"[""[Docs](https://docs.speedynodes.com/networks/overview/)""]",,,,,,mainnet,,,,,,,,,,,,,,,,
speedynodes-mainnet-pro-full-archive,,!offer:speedynodes-pro-full-archive,"[""[Docs](https://docs.speedynodes.com/networks/overview/)""]",,,,,,mainnet,,,,,,,,,,,,,,,,
speedynodes-mainnet-pro-recent-state,,!offer:speedynodes-pro-recent-state,"[""[Docs](https://docs.speedynodes.com/networks/overview/)""]",,,,,,mainnet,,,,,,,,,,,,,,,,
speedynodes-mainnet-scale-full-archive,,!offer:speedynodes-scale-full-archive,"[""[Docs](https://docs.speedynodes.com/networks/overview/)""]",,,,,,mainnet,,,,,,,,,,,,,,,,
speedynodes-mainnet-scale-recent-state,,!offer:speedynodes-scale-recent-state,"[""[Docs](https://docs.speedynodes.com/networks/overview/)""]",,,,,,mainnet,,,,,,,,,,,,,,,,
speedynodes-mainnet-starter-full-archive,,!offer:speedynodes-starter-full-archive,"[""[Docs](https://docs.speedynodes.com/networks/overview/)""]",,,,,,mainnet,,,,,,,,,,,,,,,,
speedynodes-mainnet-starter-recent-state,,!offer:speedynodes-starter-recent-state,"[""[Docs](https://docs.speedynodes.com/networks/overview/)""]",,,,,,mainnet,,,,,,,,,,,,,,,,
subquery-mainnet-pay-as-you-go-indexer,,!offer:subquery-pay-as-you-go-indexer,"[""[Website](https://subquery.network/indexer/bnb-smart-chain)"",""[Docs](https://subquery.network/doc/indexer/quickstart/quickstart_chains/bsc.html)""]",,,,,,mainnet,,,,,,,,,,,,,,,,
tatum-mainnet-free-recent-state,,!offer:tatum-free-recent-state,"[""[Website](https://www.tatum.io?via=chainlove)"",""[Docs](https://docs.tatum.io/reference/rpc-bsc)""]",,,,,,mainnet,,,,,,,,,,,,,,,,
tatum-mainnet-pro-full-archive,,!offer:tatum-pro-full-archive,"[""[Buy](https://www.tatum.io?via=chainlove)"",""[Docs](https://docs.tatum.io/reference/rpc-bsc)""]",,,,,,mainnet,,,,,,,,,,,,,,,,
tatum-mainnet-pro-recent-state,,!offer:tatum-pro-recent-state,"[""[Buy](https://www.tatum.io?via=chainlove)"",""[Docs](https://docs.tatum.io/reference/rpc-bsc)""]",,,,,,mainnet,,,,,,,,,,,,,,,,
tatum-mainnet-scale-full-archive,,!offer:tatum-scale-full-archive,"[""[Buy](https://www.tatum.io?via=chainlove)"",""[Docs](https://docs.tatum.io/reference/rpc-bsc)""]",,,,,,mainnet,,,,,,,,,,,,,,,,
tatum-mainnet-scale-recent-state,,!offer:tatum-scale-recent-state,"[""[Buy](https://www.tatum.io?via=chainlove)"",""[Docs](https://docs.tatum.io/reference/rpc-bsc)""]",,,,,,mainnet,,,,,,,,,,,,,,,,
tatum-mainnet-starter-full-archive,,!offer:tatum-starter-full-archive,"[""[Buy](https://www.tatum.io?via=chainlove)"",""[Docs](https://docs.tatum.io/reference/rpc-bsc)""]",,,,,,mainnet,,,,,,,,,,,,,,,,
tatum-mainnet-starter-recent-state,,!offer:tatum-starter-recent-state,"[""[Buy](https://www.tatum.io?via=chainlove)"",""[Docs](https://docs.tatum.io/reference/rpc-bsc)""]",,,,,,mainnet,,,,,,,,,,,,,,,,
tatum-testnet-free-recent-state,,!offer:tatum-free-recent-state,"[""[Website](https://www.tatum.io?via=chainlove)"",""[Docs](https://docs.tatum.io/reference/rpc-bsc)""]",,,,,,testnet,,,,,,,,,,,,,,,,
tatum-testnet-pro-full-archive,,!offer:tatum-pro-full-archive,"[""[Buy](https://www.tatum.io?via=chainlove)"",""[Docs](https://docs.tatum.io/reference/rpc-bsc)""]",,,,,,testnet,,,,,,,,,,,,,,,,
tatum-testnet-pro-recent-state,,!offer:tatum-pro-recent-state,"[""[Buy](https://www.tatum.io?via=chainlove)"",""[Docs](https://docs.tatum.io/reference/rpc-bsc)""]",,,,,,testnet,,,,,,,,,,,,,,,,
tatum-testnet-scale-full-archive,,!offer:tatum-scale-full-archive,"[""[Buy](https://www.tatum.io?via=chainlove)"",""[Docs](https://docs.tatum.io/reference/rpc-bsc)""]",,,,,,testnet,,,,,,,,,,,,,,,,
tatum-testnet-scale-recent-state,,!offer:tatum-scale-recent-state,"[""[Buy](https://www.tatum.io?via=chainlove)"",""[Docs](https://docs.tatum.io/reference/rpc-bsc)""]",,,,,,testnet,,,,,,,,,,,,,,,,
tatum-testnet-starter-full-archive,,!offer:tatum-starter-full-archive,"[""[Buy](https://www.tatum.io?via=chainlove)"",""[Docs](https://docs.tatum.io/reference/rpc-bsc)""]",,,,,,testnet,,,,,,,,,,,,,,,,
tatum-testnet-starter-recent-state,,!offer:tatum-starter-recent-state,"[""[Buy](https://www.tatum.io?via=chainlove)"",""[Docs](https://docs.tatum.io/reference/rpc-bsc)""]",,,,,,testnet,,,,,,,,,,,,,,,,
thirdweb-mainnet-dedicated-recent-state,,!offer:thirdweb-dedicated-recent-state,,,,,,,mainnet,,,,,,,,,,,,,,,,
thirdweb-mainnet-growth-indexer,,!offer:thirdweb-growth-indexer,,,,,,,mainnet,,,,,,,,,,,,,,,,
thirdweb-mainnet-growth-recent-state,,!offer:thirdweb-growth-recent-state,,,,,,,mainnet,,,,,,,,,,,,,,,,
thirdweb-mainnet-scale-indexer,,!offer:thirdweb-scale-indexer,,,,,,,mainnet,,,,,,,,,,,,,,,,
thirdweb-mainnet-scale-recent-state,,!offer:thirdweb-scale-recent-state,,,,,,,mainnet,,,,,,,,,,,,,,,,
thirdweb-mainnet-starter-indexer,,!offer:thirdweb-starter-indexer,,,,,,,mainnet,,,,,,,,,,,,,,,,
thirdweb-mainnet-starter-recent-state,,!offer:thirdweb-starter-recent-state,,,,,,,mainnet,,,,,,,,,,,,,,,,
thirdweb-testnet-dedicated-recent-state,,!offer:thirdweb-dedicated-recent-state,,,,,,,testnet,,,,,,,,,,,,,,,,
thirdweb-testnet-growth-recent-state,,!offer:thirdweb-growth-recent-state,,,,,,,testnet,,,,,,,,,,,,,,,,
thirdweb-testnet-scale-recent-state,,!offer:thirdweb-scale-recent-state,,,,,,,testnet,,,,,,,,,,,,,,,,
thirdweb-testnet-starter-recent-state,,!offer:thirdweb-starter-recent-state,,,,,,,testnet,,,,,,,,,,,,,,,,
uniblock-mainnet-business-custom,,!offer:uniblock-business-custom,,,,,,,mainnet,,,,,,,,,,,,,,,,
uniblock-mainnet-dedicated-custom,,!offer:uniblock-dedicated-custom,,,,,,,mainnet,,,,,,,,,,,,,,,,
uniblock-mainnet-growth-custom,,!offer:uniblock-growth-custom,,,,,,,mainnet,,,,,,,,,,,,,,,,
uniblock-mainnet-pro-custom,,!offer:uniblock-pro-custom,,,,,,,mainnet,,,,,,,,,,,,,,,,
uniblock-mainnet-startup-custom,,!offer:uniblock-startup-custom,,,,,,,mainnet,,,,,,,,,,,,,,,,
uniblock-testnet-business-custom,,!offer:uniblock-business-custom,,,,,,,testnet,,,,,,,,,,,,,,,,
uniblock-testnet-dedicated-custom,,!offer:uniblock-dedicated-custom,,,,,,,testnet,,,,,,,,,,,,,,,,
uniblock-testnet-growth-custom,,!offer:uniblock-growth-custom,,,,,,,testnet,,,,,,,,,,,,,,,,
uniblock-testnet-pro-custom,,!offer:uniblock-pro-custom,,,,,,,testnet,,,,,,,,,,,,,,,,
uniblock-testnet-startup-custom,,!offer:uniblock-startup-custom,,,,,,,testnet,,,,,,,,,,,,,,,,
watchdata-mainnet-business-full-archive,,!offer:watchdata-business-full-archive,"[""[Website](https://bsc.api.watchdata.io/node/jsonrpc)""]",,,,,,mainnet,,,,,,,,,,,,,,,,
watchdata-mainnet-business-recent-state,,!offer:watchdata-business-recent-state,"[""[Website](https://bsc.api.watchdata.io/node/jsonrpc)""]",,,,,,mainnet,,,,,,,,,,,,,,,,
watchdata-mainnet-free-full-archive,,!offer:watchdata-free-full-archive,"[""[Website](https://bsc.api.watchdata.io/node/jsonrpc)""]",,,,,,mainnet,,,,,,,,,,,,,,,,
watchdata-mainnet-free-recent-state,,!offer:watchdata-free-recent-state,"[""[Website](https://bsc.api.watchdata.io/node/jsonrpc)""]",,,,,,mainnet,,,,,,,,,,,,,,,,
watchdata-mainnet-production-full-archive,,!offer:watchdata-production-full-archive,"[""[Website](https://bsc.api.watchdata.io/node/jsonrpc)""]",,,,,,mainnet,,,,,,,,,,,,,,,,
watchdata-mainnet-production-recent-state,,!offer:watchdata-production-recent-state,"[""[Website](https://bsc.api.watchdata.io/node/jsonrpc)""]",,,,,,mainnet,,,,,,,,,,,,,,,,
watchdata-mainnet-startup-full-archive,,!offer:watchdata-startup-full-archive,"[""[Website](https://bsc.api.watchdata.io/node/jsonrpc)""]",,,,,,mainnet,,,,,,,,,,,,,,,,
watchdata-mainnet-startup-recent-state,,!offer:watchdata-startup-recent-state,"[""[Website](https://bsc.api.watchdata.io/node/jsonrpc)""]",,,,,,mainnet,,,,,,,,,,,,,,,,
zerion-mainnet-builder-indexer,,!offer:zerion-builder-indexer,,,,,,,mainnet,,,,,,,,,,,,,,,,
zerion-mainnet-developer-indexer,,!offer:zerion-developer-indexer,,,,,,,mainnet,,,,,,,,,,,,,,,,
zerion-mainnet-enterprise-indexer,,!offer:zerion-enterprise-indexer,,,,,,,mainnet,,,,,,,,,,,,,,,,
zerion-mainnet-growth-indexer,,!offer:zerion-growth-indexer,,,,,,,mainnet,,,,,,,,,,,,,,,,
zerion-mainnet-startup-indexer,,!offer:zerion-startup-indexer,,,,,,,mainnet,,,,,,,,,,,,,,,,
